ID;NOTA1;NOTA2;NOTA3;NOTA4;MEDIA;SITUACAO;CONCEITO
2236;9;3;0;5;4;RE;INS
2237;7;1;9;4;5;AP;REG
2238;2;0;10;8;5;AP;REG
2239;6;6;1;0;3;RE;INS
2240;8;4;5;1;4;RE;INS
2241;9;9;9;8;8;AP;BOM
2242;8;10;6;2;6;AP;REG
2243;4;10;0;3;4;RE;INS
2244;10;8;4;4;6;AP;REG
2245;2;9;3;3;4;RE;INS
2246;0;8;10;9;6;AP;REG
2247;0;7;9;10;6;AP;REG
2248;2;5;1;3;2;RE;INS
2249;0;5;9;6;5;AP;REG
2250;3;5;6;0;3;RE;INS
2251;6;1;5;5;4;RE;INS
2252;1;1;5;9;4;RE;INS
2253;5;5;7;3;5;AP;REG
2254;3;9;5;9;6;AP;REG
2255;0;7;5;2;3;RE;INS
2256;2;5;1;8;4;RE;INS
2257;7;0;5;3;3;RE;INS
2258;1;3;1;4;2;RE;INS
2259;8;1;4;2;3;RE;INS
2260;8;9;5;6;7;AP;BOM
2261;9;2;6;5;5;AP;REG
2262;0;0;6;6;3;RE;INS
2263;3;5;7;10;6;AP;REG
2264;5;7;4;6;5;AP;REG
2265;7;9;9;1;6;AP;REG
2266;5;8;10;5;7;AP;BOM
2267;5;9;6;10;7;AP;BOM
2268;3;7;2;5;4;RE;INS
2269;6;3;0;1;2;RE;INS
2270;9;4;9;6;7;AP;BOM
2271;0;4;3;0;1;RE;INS
2272;0;1;1;6;2;RE;INS
2273;9;9;3;4;6;AP;REG
2274;0;4;3;0;1;RE;INS
2275;9;3;0;4;4;RE;INS
2276;4;1;8;8;5;AP;REG
2277;3;6;3;6;4;RE;INS
2278;2;8;2;4;4;RE;INS
2279;8;4;5;0;4;RE;INS
2280;10;7;7;9;8;AP;BOM
2281;7;6;8;0;5;AP;REG
2282;5;8;6;10;7;AP;BOM
2283;7;10;3;0;5;AP;REG
2284;9;9;7;4;7;AP;BOM
2285;1;9;9;6;6;AP;REG
2286;5;6;5;0;4;RE;INS
2287;4;8;9;6;6;AP;REG
2288;3;5;10;7;6;AP;REG
2289;5;10;5;0;5;AP;REG
2290;0;7;8;2;4;RE;INS
2291;8;6;5;2;5;AP;REG
2292;7;3;10;9;7;AP;BOM
2293;3;6;0;5;3;RE;INS
2294;1;0;5;7;3;RE;INS
2295;2;1;0;5;2;RE;INS
2296;9;6;5;3;5;AP;REG
2297;1;1;9;5;4;RE;INS
2298;8;6;4;2;5;AP;REG
2299;3;7;7;10;6;AP;REG
2300;6;1;2;3;3;RE;INS
2301;10;6;2;10;7;AP;BOM
2302;8;8;8;9;8;AP;BOM
2303;1;1;5;4;2;RE;INS
2304;0;6;8;5;4;RE;INS
2305;0;4;1;2;1;RE;INS
2306;10;1;0;6;4;RE;INS
2307;4;4;8;1;4;RE;INS
2308;9;4;1;1;3;RE;INS
2309;6;6;3;2;4;RE;INS
2310;9;0;9;8;6;AP;REG
2311;0;6;3;7;4;RE;INS
2312;1;4;5;0;2;RE;INS
2313;9;8;3;4;6;AP;REG
2314;4;0;3;4;2;RE;INS
2315;5;0;9;7;5;AP;REG
2316;8;7;7;5;6;AP;REG
2317;2;1;5;10;4;RE;INS
2318;1;2;2;10;3;RE;INS
2319;7;7;7;3;6;AP;REG
2320;7;8;1;1;4;RE;INS
2321;1;3;7;7;4;RE;INS
2322;4;2;2;5;3;RE;INS
2323;8;1;8;2;4;RE;INS
2324;4;6;1;4;3;RE;INS
2325;10;6;10;4;7;AP;BOM
2326;3;10;6;2;5;AP;REG
2327;2;9;4;7;5;AP;REG
2328;1;0;8;6;3;RE;INS
2329;9;10;7;1;6;AP;REG
2330;3;7;3;7;5;AP;REG
2331;7;3;9;1;5;AP;REG
2332;1;2;6;9;4;RE;INS
2333;0;1;8;4;3;RE;INS
2334;5;1;6;4;4;RE;INS
2335;1;8;9;9;6;AP;REG
2336;4;1;4;1;2;RE;INS
2337;7;2;9;8;6;AP;REG
2338;4;2;5;10;5;AP;REG
2339;9;0;9;6;6;AP;REG
2340;2;1;1;2;1;RE;INS
2341;4;5;1;7;4;RE;INS
2342;5;0;5;2;3;RE;INS
2343;2;6;5;9;5;AP;REG
2344;3;7;8;0;4;RE;INS
2345;7;10;2;6;6;AP;REG
2346;1;4;2;8;3;RE;INS
2347;9;8;2;3;5;AP;REG
2348;4;10;4;6;6;AP;REG
2349;0;3;10;4;4;RE;INS
2350;3;7;7;10;6;AP;REG
2351;8;8;1;10;6;AP;REG
2352;8;4;5;10;6;AP;REG
2353;1;9;9;1;5;AP;REG
2354;6;10;1;7;6;AP;REG
2355;7;1;1;1;2;RE;INS
2356;7;5;4;9;6;AP;REG
2357;9;10;7;9;8;AP;BOM
2358;0;6;2;8;4;RE;INS
2359;0;2;5;1;2;RE;INS
2360;6;8;3;3;5;AP;REG
2361;2;9;1;7;4;RE;INS
2362;3;6;6;6;5;AP;REG
2363;0;4;4;0;2;RE;INS
2364;4;3;0;10;4;RE;INS
2365;6;7;3;0;4;RE;INS
2366;3;10;4;8;6;AP;REG
2367;7;3;2;0;3;RE;INS
2368;5;3;0;1;2;RE;INS
2369;8;2;7;7;6;AP;REG
2370;6;6;3;0;3;RE;INS
2371;9;4;1;2;4;RE;INS
2372;5;0;1;1;1;RE;INS
2373;0;0;4;6;2;RE;INS
2374;2;5;0;4;2;RE;INS
2375;10;7;4;5;6;AP;REG
2376;10;2;1;4;4;RE;INS
2377;6;6;0;9;5;AP;REG
2378;3;3;5;8;4;RE;INS
2379;8;5;0;0;3;RE;INS
2380;5;4;10;1;5;AP;REG
2381;5;0;5;3;3;RE;INS
2382;7;4;5;0;4;RE;INS
2383;2;3;6;4;3;RE;INS
2384;7;4;8;2;5;AP;REG
2385;1;1;3;7;3;RE;INS
2386;8;8;6;0;5;AP;REG
2387;3;4;0;3;2;RE;INS
2388;9;2;9;1;5;AP;REG
2389;7;5;8;5;6;AP;REG
2390;9;4;8;2;5;AP;REG
2391;9;4;7;7;6;AP;REG
2392;10;8;7;4;7;AP;BOM
2393;9;4;0;10;5;AP;REG
2394;7;3;8;5;5;AP;REG
2395;7;6;3;2;4;RE;INS
2396;4;10;5;3;5;AP;REG
2397;5;0;6;4;3;RE;INS
2398;4;10;4;2;5;AP;REG
2399;2;7;4;1;3;RE;INS
2400;6;10;6;10;8;AP;BOM
2401;9;6;1;8;6;AP;REG
2402;0;3;10;5;4;RE;INS
2403;0;2;9;5;4;RE;INS
2404;4;8;1;9;5;AP;REG
2405;8;4;1;10;5;AP;REG
2406;1;2;5;9;4;RE;INS
2407;7;10;2;10;7;AP;BOM
2408;6;9;5;2;5;AP;REG
2409;0;3;0;4;1;RE;INS
2410;10;4;2;5;5;AP;REG
2411;9;3;5;10;6;AP;REG
2412;1;0;7;8;4;RE;INS
2413;10;2;7;3;5;AP;REG
2414;0;1;8;3;3;RE;INS
2415;6;5;8;6;6;AP;REG
2416;10;0;8;4;5;AP;REG
2417;7;5;3;10;6;AP;REG
2418;6;1;8;1;4;RE;INS
2419;6;10;4;8;7;AP;BOM
2420;10;4;2;2;4;RE;INS
2421;3;0;2;5;2;RE;INS
2422;8;7;8;5;7;AP;BOM
2423;2;10;5;6;5;AP;REG
2424;1;9;10;1;5;AP;REG
2425;2;3;8;7;5;AP;REG
2426;1;6;1;7;3;RE;INS
2427;6;5;7;1;4;RE;INS
2428;6;6;9;8;7;AP;BOM
2429;9;2;7;3;5;AP;REG
2430;3;7;7;1;4;RE;INS
2431;9;6;6;1;5;AP;REG
2432;0;4;4;6;3;RE;INS
2433;9;3;3;0;3;RE;INS
2434;8;10;8;5;7;AP;BOM
2435;9;1;9;8;6;AP;REG
2436;5;2;0;1;2;RE;INS
2437;1;10;2;8;5;AP;REG
2438;4;10;2;2;4;RE;INS
2439;10;6;5;6;6;AP;REG
2440;8;7;10;9;8;AP;BOM
2441;0;8;0;6;3;RE;INS
2442;0;7;7;0;3;RE;INS
2443;8;0;5;1;3;RE;INS
2444;0;4;5;6;3;RE;INS
2445;4;0;7;8;4;RE;INS
2446;9;2;4;1;4;RE;INS
2447;2;10;5;10;6;AP;REG
2448;7;1;5;8;5;AP;REG
2449;0;7;7;7;5;AP;REG
2450;4;10;6;9;7;AP;BOM
2451;4;0;5;9;4;RE;INS
2452;4;7;2;8;5;AP;REG
2453;2;0;10;5;4;RE;INS
2454;10;2;1;0;3;RE;INS
2455;7;0;3;8;4;RE;INS
2456;10;5;5;7;6;AP;REG
2457;7;6;1;10;6;AP;REG
2458;10;6;10;1;6;AP;REG
2459;6;4;7;3;5;AP;REG
2460;8;0;3;4;3;RE;INS
2461;5;0;3;10;4;RE;INS
2462;0;6;9;8;5;AP;REG
2463;5;7;8;7;6;AP;REG
2464;7;10;4;1;5;AP;REG
2465;4;8;3;4;4;RE;INS
2466;2;2;1;8;3;RE;INS
2467;8;0;6;0;3;RE;INS
2468;9;7;9;6;7;AP;BOM
2469;0;9;1;2;3;RE;INS
2470;1;2;7;4;3;RE;INS
2471;5;1;4;9;4;RE;INS
2472;7;10;6;4;6;AP;REG
2473;1;8;9;1;4;RE;INS
2474;8;7;7;1;5;AP;REG
2475;5;6;2;5;4;RE;INS
2476;5;10;6;0;5;AP;REG
2477;5;2;10;2;4;RE;INS
2478;6;3;6;6;5;AP;REG
2479;4;3;5;6;4;RE;INS
2480;9;5;6;10;7;AP;BOM
2481;6;8;5;9;7;AP;BOM
2482;9;0;6;10;6;AP;REG
2483;3;6;1;1;2;RE;INS
2484;6;5;3;1;3;RE;INS
2485;6;3;5;4;4;RE;INS
2486;6;8;0;2;4;RE;INS
2487;6;2;0;3;2;RE;INS
2488;1;0;7;9;4;RE;INS
2489;8;9;4;0;5;AP;REG
2490;9;4;0;8;5;AP;REG
2491;10;3;7;8;7;AP;BOM
2492;3;4;2;1;2;RE;INS
2493;2;3;7;3;3;RE;INS
2494;0;5;10;3;4;RE;INS
2495;9;0;9;0;4;RE;INS
2496;8;1;2;8;4;RE;INS
2497;1;1;10;5;4;RE;INS
2498;1;5;1;10;4;RE;INS
2499;7;4;8;5;6;AP;REG
2500;4;4;5;7;5;AP;REG
2501;0;9;7;0;4;RE;INS
2502;2;9;2;9;5;AP;REG
2503;8;4;10;6;7;AP;BOM
2504;2;1;3;2;2;RE;INS
2505;2;10;10;5;6;AP;REG
2506;10;1;4;1;4;RE;INS
2507;9;4;2;1;4;RE;INS
2508;2;8;7;6;5;AP;REG
2509;9;3;5;10;6;AP;REG
2510;0;10;0;7;4;RE;INS
2511;9;10;7;8;8;AP;BOM
2512;10;3;9;5;6;AP;REG
2513;0;0;5;4;2;RE;INS
2514;9;1;1;1;3;RE;INS
2515;2;8;3;2;3;RE;INS
2516;8;9;5;0;5;AP;REG
2517;3;5;5;9;5;AP;REG
2518;3;9;10;10;8;AP;BOM
2519;3;4;10;10;6;AP;REG
2520;6;8;0;7;5;AP;REG
2521;10;2;4;1;4;RE;INS
2522;5;0;9;9;5;AP;REG
2523;8;6;2;9;6;AP;REG
2524;8;7;5;4;6;AP;REG
2525;10;1;8;7;6;AP;REG
2526;1;3;7;10;5;AP;REG
2527;6;9;3;3;5;AP;REG
2528;5;8;10;6;7;AP;BOM
2529;1;7;6;6;5;AP;REG
2530;2;3;4;5;3;RE;INS
2531;2;8;10;4;6;AP;REG
2532;9;3;5;5;5;AP;REG
2533;8;5;5;0;4;RE;INS
2534;9;8;4;10;7;AP;BOM
2535;1;6;6;5;4;RE;INS
2536;10;10;4;8;8;AP;BOM
2537;7;10;2;6;6;AP;REG
2538;6;8;1;3;4;RE;INS
2539;0;1;6;10;4;RE;INS
2540;4;6;8;3;5;AP;REG
2541;5;4;5;0;3;RE;INS
2542;8;9;10;6;8;AP;BOM
2543;1;7;1;3;3;RE;INS
2544;4;8;0;9;5;AP;REG
2545;2;2;8;3;3;RE;INS
2546;9;2;1;3;3;RE;INS
2547;7;9;6;6;7;AP;BOM
2548;8;8;1;9;6;AP;REG
2549;10;1;2;0;3;RE;INS
2550;3;10;10;2;6;AP;REG
2551;7;5;6;2;5;AP;REG
2552;6;3;9;9;6;AP;REG
2553;9;9;10;6;8;AP;BOM
2554;5;6;0;2;3;RE;INS
2555;7;3;2;8;5;AP;REG
2556;3;5;7;5;5;AP;REG
2557;9;1;9;4;5;AP;REG
2558;5;4;9;6;6;AP;REG
2559;8;1;4;6;4;RE;INS
2560;5;1;9;2;4;RE;INS
2561;7;7;3;1;4;RE;INS
2562;8;6;1;2;4;RE;INS
2563;8;5;10;0;5;AP;REG
2564;10;8;4;8;7;AP;BOM
2565;6;3;9;1;4;RE;INS
2566;9;3;8;10;7;AP;BOM
2567;1;6;1;7;3;RE;INS
2568;7;7;7;1;5;AP;REG
2569;8;6;10;3;6;AP;REG
2570;3;3;2;1;2;RE;INS
2571;5;10;6;1;5;AP;REG
2572;6;1;4;8;4;RE;INS
2573;8;5;5;0;4;RE;INS
2574;7;10;0;10;6;AP;REG
2575;10;8;9;1;7;AP;BOM
2576;2;8;9;8;6;AP;REG
2577;1;7;6;8;5;AP;REG
2578;6;3;10;5;6;AP;REG
2579;5;9;8;1;5;AP;REG
2580;4;6;6;3;4;RE;INS
2581;7;7;5;7;6;AP;REG
2582;2;9;5;10;6;AP;REG
2583;6;6;3;0;3;RE;INS
2584;2;2;7;4;3;RE;INS
2585;7;10;10;10;9;AP;EXC
2586;5;4;9;9;6;AP;REG
2587;10;2;10;4;6;AP;REG
2588;9;7;8;6;7;AP;BOM
2589;2;8;2;1;3;RE;INS
2590;7;8;2;5;5;AP;REG
2591;3;0;4;5;3;RE;INS
2592;0;9;0;1;2;RE;INS
2593;1;10;6;5;5;AP;REG
2594;10;5;10;0;6;AP;REG
2595;8;9;5;9;7;AP;BOM
2596;9;2;7;2;5;AP;REG
2597;1;0;3;5;2;RE;INS
2598;9;9;2;7;6;AP;REG
2599;8;8;10;5;7;AP;BOM
2600;8;7;2;8;6;AP;REG
2601;3;5;3;3;3;RE;INS
2602;4;0;7;8;4;RE;INS
2603;8;6;1;3;4;RE;INS
2604;2;0;9;1;3;RE;INS
2605;2;9;3;10;6;AP;REG
2606;4;8;10;1;5;AP;REG
2607;10;0;0;4;3;RE;INS
2608;4;7;2;5;4;RE;INS
2609;5;9;4;4;5;AP;REG
2610;3;1;6;8;4;RE;INS
2611;0;9;5;8;5;AP;REG
2612;10;8;10;7;8;AP;BOM
2613;8;4;5;4;5;AP;REG
2614;6;7;10;10;8;AP;BOM
2615;2;5;9;3;4;RE;INS
2616;1;9;3;5;4;RE;INS
2617;3;0;1;7;2;RE;INS
2618;4;4;1;2;2;RE;INS
2619;9;10;1;1;5;AP;REG
2620;3;1;8;7;4;RE;INS
2621;8;9;8;7;8;AP;BOM
2622;4;6;8;5;5;AP;REG
2623;10;10;8;6;8;AP;BOM
2624;4;8;4;7;5;AP;REG
2625;9;3;9;6;6;AP;REG
2626;1;8;2;4;3;RE;INS
2627;0;0;1;1;0;RE;INS
2628;9;1;3;1;3;RE;INS
2629;6;5;8;10;7;AP;BOM
2630;4;2;6;1;3;RE;INS
2631;0;8;9;7;6;AP;REG
2632;9;9;9;0;6;AP;REG
2633;9;5;3;9;6;AP;REG
2634;7;2;4;1;3;RE;INS
2635;0;2;1;0;0;RE;INS
2636;7;8;5;9;7;AP;BOM
2637;4;8;10;5;6;AP;REG
2638;4;9;5;10;7;AP;BOM
2639;1;3;8;8;5;AP;REG
2640;8;0;0;5;3;RE;INS
2641;1;7;2;0;2;RE;INS
2642;7;7;2;6;5;AP;REG
2643;2;4;3;9;4;RE;INS
2644;2;2;1;0;1;RE;INS
2645;10;3;7;5;6;AP;REG
2646;3;4;3;10;5;AP;REG
2647;5;2;2;2;2;RE;INS
2648;5;8;5;2;5;AP;REG
2649;4;8;0;5;4;RE;INS
2650;4;3;9;3;4;RE;INS
2651;0;9;8;1;4;RE;INS
2652;5;0;4;8;4;RE;INS
2653;3;4;9;0;4;RE;INS
2654;1;4;0;2;1;RE;INS
2655;10;3;2;10;6;AP;REG
2656;8;5;10;8;7;AP;BOM
2657;1;3;0;9;3;RE;INS
2658;0;8;3;3;3;RE;INS
2659;5;5;8;5;5;AP;REG
2660;2;9;1;0;3;RE;INS
2661;6;0;6;10;5;AP;REG
2662;9;4;4;7;6;AP;REG
2663;4;6;9;10;7;AP;BOM
2664;3;4;8;5;5;AP;REG
2665;6;6;5;9;6;AP;REG
2666;5;0;2;5;3;RE;INS
2667;4;8;3;8;5;AP;REG
2668;0;3;5;1;2;RE;INS
2669;8;7;9;1;6;AP;REG
2670;4;9;9;5;6;AP;REG
2671;9;7;10;0;6;AP;REG
2672;9;3;0;10;5;AP;REG
2673;9;8;1;6;6;AP;REG
2674;6;7;4;1;4;RE;INS
2675;1;9;3;9;5;AP;REG
2676;5;7;5;3;5;AP;REG
2677;5;2;6;5;4;RE;INS
2678;4;10;3;4;5;AP;REG
2679;8;0;7;8;5;AP;REG
2680;10;0;5;2;4;RE;INS
2681;7;4;0;10;5;AP;REG
2682;3;4;10;6;5;AP;REG
2683;3;7;8;8;6;AP;REG
2684;0;2;6;7;3;RE;INS
2685;4;9;0;5;4;RE;INS
2686;9;5;7;2;5;AP;REG
2687;0;5;1;10;4;RE;INS
2688;10;5;6;0;5;AP;REG
2689;8;6;2;4;5;AP;REG
2690;8;8;5;4;6;AP;REG
2691;8;8;4;9;7;AP;BOM
2692;7;0;5;2;3;RE;INS
2693;1;0;6;7;3;RE;INS
2694;4;6;5;10;6;AP;REG
2695;8;9;1;5;5;AP;REG
2696;8;1;6;10;6;AP;REG
2697;3;10;2;4;4;RE;INS
2698;8;2;7;6;5;AP;REG
2699;10;4;3;0;4;RE;INS
2700;4;0;0;7;2;RE;INS
2701;4;7;4;0;3;RE;INS
2702;10;3;2;1;4;RE;INS
2703;2;8;5;1;4;RE;INS
2704;2;7;2;3;3;RE;INS
2705;5;7;1;10;5;AP;REG
2706;0;1;4;8;3;RE;INS
2707;7;9;7;7;7;AP;BOM
2708;4;1;4;2;2;RE;INS
2709;7;6;1;0;3;RE;INS
2710;8;0;5;7;5;AP;REG
2711;7;10;2;2;5;AP;REG
2712;7;5;8;3;5;AP;REG
2713;6;10;8;3;6;AP;REG
2714;4;0;7;4;3;RE;INS
2715;3;10;3;5;5;AP;REG
2716;2;7;5;4;4;RE;INS
2717;5;1;2;9;4;RE;INS
2718;5;2;4;8;4;RE;INS
2719;2;5;10;10;6;AP;REG
2720;4;8;10;7;7;AP;BOM
2721;7;7;10;10;8;AP;BOM
2722;4;1;6;8;4;RE;INS
2723;7;7;9;9;8;AP;BOM
2724;2;9;1;8;5;AP;REG
2725;10;2;2;0;3;RE;INS
2726;4;9;1;0;3;RE;INS
2727;8;4;5;8;6;AP;REG
2728;5;3;8;10;6;AP;REG
2729;9;2;5;0;4;RE;INS
2730;8;2;2;9;5;AP;REG
2731;8;6;1;2;4;RE;INS
2732;8;9;4;6;6;AP;REG
2733;10;9;8;8;8;AP;BOM
2734;7;1;5;2;3;RE;INS
2735;10;5;0;1;4;RE;INS
2736;6;10;8;9;8;AP;BOM
2737;5;7;8;5;6;AP;REG
2738;10;0;2;4;4;RE;INS
2739;9;10;6;9;8;AP;BOM
2740;1;9;3;1;3;RE;INS
2741;3;5;4;7;4;RE;INS
2742;6;5;4;1;4;RE;INS
2743;8;9;1;8;6;AP;REG
2744;7;4;1;3;3;RE;INS
2745;6;1;0;2;2;RE;INS
2746;0;7;9;10;6;AP;REG
2747;3;5;4;4;4;RE;INS
2748;7;6;7;9;7;AP;BOM
2749;2;0;4;8;3;RE;INS
2750;10;0;6;4;5;AP;REG
2751;1;2;2;7;3;RE;INS
2752;2;2;5;7;4;RE;INS
2753;6;8;8;4;6;AP;REG
2754;3;9;6;8;6;AP;REG
2755;2;3;1;2;2;RE;INS
2756;1;4;9;2;4;RE;INS
2757;8;9;1;6;6;AP;REG
2758;0;1;1;7;2;RE;INS
2759;6;5;7;5;5;AP;REG
2760;9;7;8;5;7;AP;BOM
2761;4;2;9;6;5;AP;REG
2762;7;10;3;3;5;AP;REG
2763;8;4;7;6;6;AP;REG
2764;5;2;1;4;3;RE;INS
2765;8;7;0;0;3;RE;INS
2766;3;6;3;2;3;RE;INS
2767;6;1;1;0;2;RE;INS
2768;7;7;0;5;4;RE;INS
2769;7;5;3;5;5;AP;REG
2770;4;7;2;5;4;RE;INS
2771;10;9;2;3;6;AP;REG
2772;10;3;5;4;5;AP;REG
2773;0;7;9;4;5;AP;REG
2774;2;9;8;8;6;AP;REG
2775;9;3;2;1;3;RE;INS
2776;3;2;7;4;4;RE;INS
2777;6;2;7;0;3;RE;INS
2778;7;5;4;6;5;AP;REG
2779;7;7;10;6;7;AP;BOM
2780;10;3;5;1;4;RE;INS
2781;3;9;3;7;5;AP;REG
2782;0;6;10;5;5;AP;REG
2783;8;1;1;6;4;RE;INS
2784;9;8;8;7;8;AP;BOM
2785;9;4;9;10;8;AP;BOM
2786;8;9;6;9;8;AP;BOM
2787;2;6;7;10;6;AP;REG
2788;2;0;6;6;3;RE;INS
2789;6;2;0;0;2;RE;INS
2790;7;6;6;9;7;AP;BOM
2791;8;4;1;0;3;RE;INS
2792;6;9;3;9;6;AP;REG
2793;0;9;9;5;5;AP;REG
2794;5;2;5;7;4;RE;INS
2795;0;5;4;0;2;RE;INS
2796;8;6;0;2;4;RE;INS
2797;6;6;5;3;5;AP;REG
2798;6;10;6;9;7;AP;BOM
2799;4;1;8;3;4;RE;INS
2800;7;4;5;3;4;RE;INS
2801;6;10;1;2;4;RE;INS
2802;3;8;8;6;6;AP;REG
2803;8;5;2;6;5;AP;REG
2804;4;1;7;8;5;AP;REG
2805;1;5;2;0;2;RE;INS
2806;4;1;5;6;4;RE;INS
2807;1;5;6;4;4;RE;INS
2808;8;8;4;4;6;AP;REG
2809;2;10;1;3;4;RE;INS
2810;6;4;9;7;6;AP;REG
2811;10;3;5;2;5;AP;REG
2812;2;5;4;5;4;RE;INS
2813;7;10;2;3;5;AP;REG
2814;9;3;5;5;5;AP;REG
2815;3;0;1;4;2;RE;INS
2816;1;6;0;3;2;RE;INS
2817;1;10;6;0;4;RE;INS
2818;5;4;4;1;3;RE;INS
2819;8;10;10;2;7;AP;BOM
2820;6;6;9;6;6;AP;REG
2821;6;3;9;6;6;AP;REG
2822;1;7;8;2;4;RE;INS
2823;5;1;7;3;4;RE;INS
2824;4;7;0;6;4;RE;INS
2825;4;1;6;1;3;RE;INS
2826;1;9;5;7;5;AP;REG
2827;2;2;3;7;3;RE;INS
2828;0;2;4;1;1;RE;INS
2829;8;4;3;7;5;AP;REG
2830;8;3;3;7;5;AP;REG
2831;9;5;10;4;7;AP;BOM
2832;8;9;6;0;5;AP;REG
2833;4;6;2;1;3;RE;INS
2834;2;7;6;1;4;RE;INS
2835;8;4;2;4;4;RE;INS
2836;4;1;7;1;3;RE;INS
2837;8;7;3;5;5;AP;REG
2838;8;2;6;2;4;RE;INS
2839;3;4;3;7;4;RE;INS
2840;9;8;2;3;5;AP;REG
2841;7;9;6;6;7;AP;BOM
2842;1;5;7;6;4;RE;INS
2843;2;9;1;4;4;RE;INS
2844;6;0;6;0;3;RE;INS
2845;1;6;4;3;3;RE;INS
2846;5;1;5;9;5;AP;REG
2847;0;5;6;2;3;RE;INS
2848;4;4;10;2;5;AP;REG
2849;1;6;4;3;3;RE;INS
2850;2;0;4;8;3;RE;INS
2851;5;5;8;7;6;AP;REG
2852;9;1;8;1;4;RE;INS
2853;6;3;6;5;5;AP;REG
2854;9;5;5;4;5;AP;REG
2855;0;3;9;2;3;RE;INS
2856;2;1;8;4;3;RE;INS
2857;3;9;6;10;7;AP;BOM
2858;6;10;9;4;7;AP;BOM
2859;5;5;8;8;6;AP;REG
2860;1;9;9;5;6;AP;REG
2861;8;8;10;0;6;AP;REG
2862;10;2;4;7;5;AP;REG
2863;5;2;9;6;5;AP;REG
2864;2;6;5;1;3;RE;INS
2865;10;0;4;10;6;AP;REG
2866;8;1;9;4;5;AP;REG
2867;0;10;2;8;5;AP;REG
2868;5;7;6;10;7;AP;BOM
2869;3;6;9;6;6;AP;REG
2870;8;6;10;3;6;AP;REG
2871;5;10;5;3;5;AP;REG
2872;9;1;3;3;4;RE;INS
2873;5;6;5;1;4;RE;INS
2874;2;0;5;2;2;RE;INS
2875;0;9;10;9;7;AP;BOM
2876;0;3;9;2;3;RE;INS
2877;4;9;3;4;5;AP;REG
2878;1;8;4;5;4;RE;INS
2879;4;6;9;8;6;AP;REG
2880;9;9;10;2;7;AP;BOM
2881;0;6;3;3;3;RE;INS
2882;9;0;5;8;5;AP;REG
2883;10;10;3;10;8;AP;BOM
2884;2;3;0;1;1;RE;INS
2885;4;9;5;10;7;AP;BOM
2886;6;0;3;2;2;RE;INS
2887;5;4;7;7;5;AP;REG
2888;4;9;9;5;6;AP;REG
2889;3;0;3;2;2;RE;INS
2890;2;8;6;8;6;AP;REG
2891;6;3;9;9;6;AP;REG
2892;4;9;0;9;5;AP;REG
2893;8;10;5;9;8;AP;BOM
2894;0;3;5;1;2;RE;INS
2895;2;3;10;3;4;RE;INS
2896;1;4;3;10;4;RE;INS
2897;9;9;7;2;6;AP;REG
2898;7;8;1;6;5;AP;REG
2899;0;10;8;1;4;RE;INS
2900;0;2;4;1;1;RE;INS
2901;1;0;0;3;1;RE;INS
2902;7;10;0;6;5;AP;REG
2903;7;3;6;2;4;RE;INS
2904;7;8;7;7;7;AP;BOM
2905;3;7;10;3;5;AP;REG
2906;4;1;1;5;2;RE;INS
2907;7;6;1;4;4;RE;INS
2908;3;6;9;0;4;RE;INS
2909;8;2;9;4;5;AP;REG
2910;5;3;0;7;3;RE;INS
2911;0;3;7;10;5;AP;REG
2912;2;1;10;8;5;AP;REG
2913;10;8;2;0;5;AP;REG
2914;3;8;2;4;4;RE;INS
2915;5;1;8;1;3;RE;INS
2916;2;7;7;8;6;AP;REG
2917;7;8;7;9;7;AP;BOM
2918;0;7;9;6;5;AP;REG
2919;1;9;10;9;7;AP;BOM
2920;5;3;5;10;5;AP;REG
2921;3;10;6;10;7;AP;BOM
2922;9;9;8;3;7;AP;BOM
2923;1;9;6;8;6;AP;REG
2924;10;1;0;7;4;RE;INS
2925;4;8;10;3;6;AP;REG
2926;8;6;0;0;3;RE;INS
2927;10;3;8;9;7;AP;BOM
2928;8;7;9;5;7;AP;BOM
2929;0;1;3;9;3;RE;INS
2930;3;8;0;0;2;RE;INS
2931;7;0;6;2;3;RE;INS
2932;4;4;5;7;5;AP;REG
2933;7;2;6;4;4;RE;INS
2934;7;8;3;5;5;AP;REG
2935;3;6;1;9;4;RE;INS
2936;3;4;8;8;5;AP;REG
2937;9;3;4;10;6;AP;REG
2938;3;9;1;2;3;RE;INS
2939;0;5;7;5;4;RE;INS
2940;5;7;10;10;8;AP;BOM
2941;3;1;6;4;3;RE;INS
2942;7;2;0;3;3;RE;INS
2943;9;4;6;9;7;AP;BOM
2944;4;4;0;3;2;RE;INS
2945;6;5;10;8;7;AP;BOM
2946;9;3;7;0;4;RE;INS
2947;9;9;5;6;7;AP;BOM
2948;9;0;5;1;3;RE;INS
2949;1;10;3;7;5;AP;REG
2950;4;3;2;6;3;RE;INS
2951;4;6;10;2;5;AP;REG
2952;4;6;9;10;7;AP;BOM
2953;2;5;1;4;3;RE;INS
2954;2;0;6;1;2;RE;INS
2955;4;5;8;0;4;RE;INS
2956;10;6;5;4;6;AP;REG
2957;1;8;9;9;6;AP;REG
2958;10;1;6;3;5;AP;REG
2959;10;0;3;3;4;RE;INS
2960;2;1;4;0;1;RE;INS
2961;7;6;4;3;5;AP;REG
2962;6;2;8;0;4;RE;INS
2963;8;10;0;6;6;AP;REG
2964;8;9;6;3;6;AP;REG
